pair_index,mol_a_idx,mol_b_idx,input_line_a,input_line_b,input_smiles_a,input_smiles_b,smiles_a,smiles_b,atoms_a,bonds_a,atoms_b,bonds_b,nvmolkit_time_ms,rdkit_time_ms,nvmolkit_atoms,nvmolkit_bonds,rdkit_atoms,rdkit_bonds,rdkit_completed,nvmolkit_canceled,nvmolkit_overflowed,nvmolkit_used_gpu,nvmolkit_used_fallback
475,429,551,2046013,3108760,O=C(C1=CC=NC2=NC=NN12)N1CCC(COCC(F)(F)F)CC1,CC1=C(CCNC(=O)NCC(=O)N2CCCO2)C2=CC(Cl)=CC=C2N1,O=C(c1ccnc2ncnn12)N1CCC(COCC(F)(F)F)CC1,Cc1[nH]c2ccc(Cl)cc2c1CCNC(=O)NCC(=O)N1CCCO1,24,26,25,27,27.769297,1.625091,14,13,14,13,1,0,0,1,0
476,765,752,1085713,7186989,CN(CCC(O)C1=CC=CC=C1)S(=O)(=O)N1CCCC1(C)C,CCC1=CC(C(=O)N2CCCC[C@H]2CNC(=O)C2=CC=C(Cl)C=C2N)=NC=N1,CN(CCC(O)c1ccccc1)S(=O)(=O)N1CCCC1(C)C,CCc1cc(C(=O)N2CCCC[C@H]2CNC(=O)c2ccc(Cl)cc2N)ncn1,22,23,28,30,8.100850,0.632456,9,8,9,8,1,0,0,1,0
477,559,819,3629384,965724,CC(=O)NCC(=O)NC[C@H]1C[C@@](F)(CNC(=O)C(C)(C)CCCF)C1,NC[C@H]1C[C@H]1C(=O)NC1=NN(CC2=CC=C(Cl)C=C2)C=N1,CC(=O)NCC(=O)NC[C@H]1C[C@@](F)(CNC(=O)C(C)(C)CCCF)C1,NC[C@H]1C[C@H]1C(=O)Nc1ncn(Cc2ccc(Cl)cc2)n1,25,25,21,23,12.776611,1.360552,8,7,8,7,1,0,0,1,0
478,617,919,6120154,5243094,CCC(C(=O)NC[C@@H]1C[C@@H](F)CN1C(=O)C1=CC=C(F)C=C1)N1C=CC=N1,CC(CC(C)(C)O)C(=O)NC1CCCN(C2=CC=C(OC(F)F)C=C2)C1=O,CCC(C(=O)NC[C@@H]1C[C@@H](F)CN1C(=O)c1ccc(F)cc1)n1cccn1,CC(CC(C)(C)O)C(=O)NC1CCCN(c2ccc(OC(F)F)cc2)C1=O,27,29,27,28,136.035309,6.645157,18,17,18,17,1,0,0,1,0
479,225,499,9996204,5522744,CCOC(=O)C1=C(C2=CN=CO2)N(C2=CC(C)=CC(C)=C2)C(=S)NC1C1=CC(C2CC2)=NO1,CC(C)(CNC(=O)C(C)(C)C(C)(C)O)CC(=O)NCC1CC/C=C\CCC1,CCOC(=O)C1=C(c2cnco2)N(c2cc(C)cc(C)c2)C(=S)NC1c1cc(C2CC2)no1,CC(C)(CNC(=O)C(C)(C)C(C)(C)O)CC(=O)NCC1CC/C=C\CCC1,33,37,27,27,33.255558,1.385174,10,9,10,9,1,0,0,1,0
480,224,279,3745793,4764529,CS(=O)(=O)CC1(CCN2C(=O)CCN(CC3CC4CC4C3)C2=O)CC1,CCN(CC)CCC(=O)NC1CCC12CCN(C(=O)C1=CNC=C1)CC2,CS(=O)(=O)CC1(CCN2C(=O)CCN(CC3CC4CC4C3)C2=O)CC1,CCN(CC)CCC(=O)NC1CCC12CCN(C(=O)c1cc[nH]c1)CC2,25,28,26,28,185.379501,7.190226,15,14,15,14,1,0,0,1,0
481,446,497,3959197,5645193,CCC(C)OC1=CC=CC(NC(=O)C2=C3C=CC=CC3=NC(OC)=C2)=C1,CC(=O)N1CCCC1CNC(=O)C1=C(CNC(=O)[C@H]2CCN(C)C2)C=CS1,CCC(C)Oc1cccc(NC(=O)c2cc(OC)nc3ccccc23)c1,CC(=O)N1CCCC1CNC(=O)c1sccc1CNC(=O)[C@H]1CCN(C)C1,26,28,27,29,129.738739,4.374695,16,15,16,15,1,0,0,1,0
482,29,398,5500785,7103894,CCN(C(=O)CC1CC(NC(=O)C2=C(C)OC(CO)=C2)C1)C(C)C1CCC1,CCC1=CON=C1CC(=O)NCC1=C(C(=O)N2CCC(C(C)O)CC2)NC=C1,CCN(C(=O)CC1CC(NC(=O)c2cc(CO)oc2C)C1)C(C)C1CCC1,CCc1conc1CC(=O)NCc1cc[nH]c1C(=O)N1CCC(C(C)O)CC1,27,29,28,30,225.698761,9.564063,16,15,16,15,1,0,0,1,0
483,344,684,9516268,3714033,N#CC[C@@H](O)CN1C=C(C2=CC=CC(OCC(=O)NC3CCC4=NC=CN4C3)=C2)N=N1,CC(C)(C)OC(=O)NC12CC(CCOC(=O)CCC3=COC=N3)(C1)C2,N#CC[C@@H](O)Cn1cc(-c2cccc(OCC(=O)NC3CCc4nccn4C3)c2)nn1,CC(C)(C)OC(=O)NC12CC(CCOC(=O)CCc3cocn3)(C1)C2,31,34,25,27,45.464737,3.703887,11,10,11,10,1,0,0,1,0
484,695,817,296716,1288058,COCC1(CF)CN(C(=O)C2(F)CNCC23CC3)C1,CCC[C@H](NC(=O)[C@H]1C[C@@H](O)C1)C(O)C(=O)NCC(=O)OC,COCC1(CF)CN(C(=O)C2(F)CNCC23CC3)C1,CCC[C@H](NC(=O)[C@H]1C[C@@H](O)C1)C(O)C(=O)NCC(=O)OC,19,21,22,22,63.469086,3.539120,12,11,12,11,1,0,0,1,0
485,414,741,7851635,974333,CN1C(=O)SC2=CC(C3=C(NC4CC(F)(F)C4)N4C=C(Br)C=CC4=N3)=CC=C21,CCCN(C(=O)C1=CC=C(OC2CC2)C=N1)C1CCCCC1,Cn1c(=O)sc2cc(-c3nc4ccc(Br)cn4c3NC3CC(F)(F)C3)ccc21,CCCN(C(=O)c1ccc(OC2CC2)cn1)C1CCCCC1,28,32,22,24,42.120232,2.393186,13,12,13,12,1,0,0,1,0
486,169,860,1102655,4985995,CC1=NN=C(CNC(=O)C2=NN=C(C3=CC=CC=C3)O2)N1C,CN1N=C(CN(CCCOCC2CC2)C(=O)C2=CN=CC=C2O)C=C1Cl,Cc1nnc(CNC(=O)c2nnc(-c3ccccc3)o2)n1C,Cn1nc(CN(CCCOCC2CC2)C(=O)c2cnccc2O)cc1Cl,22,24,26,28,19.703419,1.104222,10,9,10,9,1,0,0,1,0
487,478,941,7298707,3762436,CCC1=CC(C(=O)N2CC3CC(C2)N(C(=O)C2=CC(C)=CC=C2C)C3)=CC=N1,CC(NC(=O)C1=CN(CC(F)F)C=N1)C1=CN(C[C@H]2C[C@H](N)C2)N=N1,CCc1cc(C(=O)N2CC3CC(C2)N(C(=O)c2cc(C)ccc2C)C3)ccn1,CC(NC(=O)c1cn(CC(F)F)cn1)c1cn(C[C@H]2C[C@H](N)C2)nn1,28,31,25,27,28.989571,1.446060,15,14,15,14,1,0,0,1,0
488,130,637,7266784,6933994,C[C@H](O)[C@H](C(=O)N1CCC(C)(CNC(=O)CCC2=CC=CC=C2F)C1)N(C)C,CCCCC(=O)C(=O)N1CCC2(C=C(C(=O)NC(C)C3=C(C)NN=C3C)C2)C1,C[C@H](O)[C@H](C(=O)N1CCC(C)(CNC(=O)CCc2ccccc2F)C1)N(C)C,CCCCC(=O)C(=O)N1CCC2(C=C(C(=O)NC(C)c3c(C)n[nH]c3C)C2)C1,28,29,28,30,119.002586,7.172010,15,14,15,14,1,0,0,1,0
489,546,27,3100926,6857256,O=C(NCCC1=COC=C1)NC12CC(CN(CC3=CC=CC=C3)C1)C2,CC(=O)N[C@@H](C(=O)N1CCC(C(=O)NC2CCN3N=NN=C3C2)CC1)C(C)C,O=C(NCCc1ccoc1)NC12CC(CN(Cc3ccccc3)C1)C2,CC(=O)N[C@@H](C(=O)N1CCC(C(=O)NC2CCn3nnnc3C2)CC1)C(C)C,25,28,28,30,135.171951,7.778344,13,12,13,12,1,0,0,1,0
490,928,403,8694168,3279471,CN1N=C(C2CC2)C=C1CN(CC1=C(Cl)SC=C1)C[C@H]1CO[C@@H]2CCCC[C@H]2O1,CC[C@H](NC(=O)C1=COC(SC)=C1)C(=O)NCC1=CC(C)=CC(C)=N1,Cn1nc(C2CC2)cc1CN(Cc1ccsc1Cl)C[C@H]1CO[C@@H]2CCCC[C@H]2O1,CC[C@H](NC(=O)c1coc(SC)c1)C(=O)NCc1cc(C)cc(C)n1,29,33,25,26,41.544186,1.973719,13,12,13,12,1,0,0,1,0
491,606,577,633273,4218303,CN1N=CC=C1C1(C(=O)NCC2=CN=CO2)CCOCC1,C[C@@H]1CC2(C[C@H](C)O1)CN(C(=O)C(=O)NC1=NOC(C3CCCC3)=C1)C2,Cn1nccc1C1(C(=O)NCc2cnco2)CCOCC1,C[C@@H]1CC2(C[C@H](C)O1)CN(C(=O)C(=O)Nc1cc(C3CCCC3)on1)C2,21,23,26,29,52.324394,3.818903,12,11,12,11,1,0,0,1,0
492,678,27,4318056,6857256,N#CC1(CCC(=O)NCCC2(C(=O)NCC3CC3(F)F)CCC2)CCC1,CC(=O)N[C@@H](C(=O)N1CCC(C(=O)NC2CCN3N=NN=C3C2)CC1)C(C)C,N#CC1(CCC(=O)NCCC2(C(=O)NCC3CC3(F)F)CCC2)CCC1,CC(=O)N[C@@H](C(=O)N1CCC(C(=O)NC2CCn3nnnc3C2)CC1)C(C)C,26,28,28,30,65.969414,3.007194,17,16,17,16,1,0,0,1,0
493,85,658,3367573,3484017,CCN(C(=O)[C@H]1COC[C@H]1NC(=O)C1CCC(=O)N1)C1CCCCC1,CC1=CC=C(F)C=C1CNC(=O)CN(C(=O)C1=C(C)CCC1)C1CC1,CCN(C(=O)[C@H]1COC[C@H]1NC(=O)C1CCC(=O)N1)C1CCCCC1,CC1=C(C(=O)N(CC(=O)NCc2cc(F)ccc2C)C2CC2)CCC1,25,27,25,27,28.685879,2.367225,13,12,13,12,1,0,0,1,0
494,438,138,6760261,4247004,CN(CC1=NN=CN1)C(=O)C(=O)NC1=CC=CC(NC(=O)C2=CC=NC=C2)=C1,OCCCN(CC1=CC=NC=C1Cl)C(C1=CC=CC=C1)C1=CC=CC=C1,CN(Cc1nnc[nH]1)C(=O)C(=O)Nc1cccc(NC(=O)c2ccncc2)c1,OCCCN(Cc1ccncc1Cl)C(c1ccccc1)c1ccccc1,28,30,26,28,125.867050,7.430049,14,14,14,14,1,0,0,1,0
495,887,472,3833951,3485370,CCC1=CC=C(C(=O)N(CCC2(C)OCCO2)CC2=CSC(Cl)=C2)N1,CC1=CC=C(NC(=O)C(C)CNC(=O)CCOCC(C)C)C(CO)=C1,CCc1ccc(C(=O)N(CCC2(C)OCCO2)Cc2csc(Cl)c2)[nH]1,Cc1ccc(NC(=O)C(C)CNC(=O)CCOCC(C)C)c(CO)c1,25,27,25,25,25.949043,2.423586,12,11,12,11,1,0,0,1,0
496,186,51,1420794,1637007,COC(=O)C1CN(C)C(=O)CN1C(=O)CCC1=CC=C(F)N=C1,CCC1CN2CCCC2CN1C(=O)NCCOC1=CC=NC=C1,COC(=O)C1CN(C)C(=O)CN1C(=O)CCc1ccc(F)nc1,CCC1CN2CCCC2CN1C(=O)NCCOc1ccncc1,23,24,23,25,69.230789,4.460011,12,11,12,11,1,0,0,1,0
497,266,388,5626801,9410350,COC1=CC=C(NC(=O)CC2(C)CCN2C(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)C(O)=C1,CCC1=CNC(=O)C(C(=O)N2CCN(C(=O)C3=CC(Cl)=CC=N3)CC3CCCCC32)=C1,COc1ccc(NC(=O)CC2(C)CCN2C(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)c(O)c1,CCc1c[nH]c(=O)c(C(=O)N2CCN(C(=O)c3cc(Cl)ccn3)CC3CCCCC32)c1,27,30,31,34,1076.015381,18.154048,23,22,23,22,1,0,0,1,0
498,335,216,1746059,7320354,O=C(/C=C/C1=CC=CO1)NCCOCC(=O)NCC1=NSC=N1,NC1=CC=NC(C(=O)N2C[C@@H]3C[C@@H](C[C@H](NC(=O)CCN4C=CC=N4)C3)C2)=C1,O=C(/C=C/c1ccco1)NCCOCC(=O)NCc1ncsn1,Nc1ccnc(C(=O)N2C[C@@H]3C[C@@H](C[C@H](NC(=O)CCn4cccn4)C3)C2)c1,23,24,28,31,2.644080,0.419321,7,6,7,6,1,0,0,1,0
499,465,334,2159572,9829448,CN(C1CCC2(CC1)COC2)S(=O)(=O)C1=CC=C([N+](=O)[O-])C(Cl)=C1,CC1=NC(NCCCO[C@@H]2CCN(C(=O)C3=CC=C([C@H](O)C4CC4)C=C3)C2)=NC(C)=C1C,CN(C1CCC2(CC1)COC2)S(=O)(=O)c1ccc([N+](=O)[O-])c(Cl)c1,Cc1nc(NCCCO[C@@H]2CCN(C(=O)c3ccc([C@H](O)C4CC4)cc3)C2)nc(C)c1C,24,26,32,35,25.369276,1.039271,8,8,8,8,1,0,0,1,0
500,345,779,5723901,433542,COC(=O)C[C@H]1C[C@H](NC(=O)[C@H]2C[C@H](CNC(=O)C3COCCC3C)C2)C1,CNS(=O)(=O)NCCCNCC1=CC=C(Cl)C(Cl)=C1F,COC(=O)C[C@H]1C[C@H](NC(=O)[C@H]2C[C@H](CNC(=O)C3COCCC3C)C2)C1,CNS(=O)(=O)NCCCNCc1ccc(Cl)c(Cl)c1F,27,29,20,20,10.010225,0.380188,10,9,10,9,1,0,0,1,0
501,900,388,3234087,9410350,CCCCSCCC(=O)NC(C)C(C)C(=O)NC1CC2(C1)CN(C)C2,CCC1=CNC(=O)C(C(=O)N2CCN(C(=O)C3=CC(Cl)=CC=N3)CC3CCCCC32)=C1,CCCCSCCC(=O)NC(C)C(C)C(=O)NC1CC2(C1)CN(C)C2,CCc1c[nH]c(=O)c(C(=O)N2CCN(C(=O)c3cc(Cl)ccn3)CC3CCCCC32)c1,25,26,31,34,235.020981,6.930893,15,14,15,14,1,0,0,1,0
502,284,770,8276759,9498109,CCCC1=CC=C(C(=O)N2CC[C@H](CO)[C@@H](NC(=O)C3C[C@H]4CC[C@H]4C3)C2)C=C1,CC1=C2C=NC(NCCCN3CCC(NC(=O)CC4=CCN(C)CC4)C3)=NC2=NN1C,CCCc1ccc(C(=O)N2CC[C@H](CO)[C@@H](NC(=O)C3C[C@H]4CC[C@H]4C3)C2)cc1,Cc1c2cnc(NCCCN3CCC(NC(=O)CC4=CCN(C)CC4)C3)nc2nn1C,29,32,31,34,281.125885,11.304651,15,14,15,14,1,0,0,1,0
503,974,851,3767260,1749296,CN(CC1=CN(CCC(=O)O)N=N1)C(=O)CCCN1C=CC=CC1=O,C=C1CCN(C(=O)CC2(NC(=O)CC34CCC(CC3)C4)CC2)C1,CN(Cc1cn(CCC(=O)O)nn1)C(=O)CCCn1ccccc1=O,C=C1CCN(C(=O)CC2(NC(=O)CC34CCC(CC3)C4)CC2)C1,25,26,23,26,17.772392,0.777991,13,12,13,12,1,0,0,1,0
504,431,258,8201981,7726940,CC1=CN(CC(=O)N2CCC(O)(CNC(=O)C3=C(C)N=C(N)N=C3C)CC2)N=C1,CCOC(CN(CCC1=CC=CC=C1C#N)C(=O)C1=NC(N)=CN=C1)C1CC1,Cc1cnn(CC(=O)N2CCC(O)(CNC(=O)c3c(C)nc(N)nc3C)CC2)c1,CCOC(CN(CCc1ccccc1C#N)C(=O)c1cncc(N)n1)C1CC1,29,31,28,30,102.256340,4.486137,13,12,13,12,1,0,0,1,0
505,854,83,3570458,3458125,C[C@H]1CCO[C@H]1C(=O)NC[C@H]1CCCCN1C(=O)/C=C/C1=CNC=N1,C#CCN(CC(=O)NCC1=NC(C)=NC=C1)C(=O)CC1CCCCC1,C[C@H]1CCO[C@H]1C(=O)NC[C@H]1CCCCN1C(=O)/C=C/c1c[nH]cn1,C#CCN(CC(=O)NCc1ccnc(C)n1)C(=O)CC1CCCCC1,25,27,25,26,42.877678,1.795480,15,14,15,14,1,0,0,1,0
506,481,19,3500280,5862849,CSCC[C@H](NC(=O)CC1CCCO1)C(=O)NCC1=CN=CC=C1C,CCOCC1=CN([C@H](C(=O)NCC(C)(C)C2=NNC(C)=N2)C(C)(C)C)N=N1,CSCC[C@H](NC(=O)CC1CCCO1)C(=O)NCc1cnccc1C,CCOCc1cn([C@H](C(=O)NCC(C)(C)c2n[nH]c(C)n2)C(C)(C)C)nn1,25,26,27,28,77.666924,1.603600,20,19,20,19,1,0,0,1,0
507,767,552,5752683,3688653,CC1=NOC(CCCNC(=O)CC(C)(C)N(C)C(=O)CC2CC(F)(F)C2)=N1,CC(=O)OCCC(=O)NC1CC(C(C)NC(=O)C2=CN(C)C=C2C)C1,Cc1noc(CCCNC(=O)CC(C)(C)N(C)C(=O)CC2CC(F)(F)C2)n1,CC(=O)OCCC(=O)NC1CC(C(C)NC(=O)c2cn(C)cc2C)C1,27,28,25,26,47.912350,1.429779,17,16,17,16,1,0,0,1,0
508,53,974,8457323,3767260,CN1N=C(C2=CN([C@H]3CCNC3)N=N2)C=C1C(=O)NC1CC(CN2C=CC=N2)C1,CN(CC1=CN(CCC(=O)O)N=N1)C(=O)CCCN1C=CC=CC1=O,Cn1nc(-c2cn([C@H]3CCNC3)nn2)cc1C(=O)NC1CC(Cn2cccn2)C1,CN(Cc1cn(CCC(=O)O)nn1)C(=O)CCCn1ccccc1=O,29,33,25,26,21.926229,1.101856,16,15,16,15,1,0,0,1,0
509,358,229,2463404,2179347,CC#CCCC(=O)N1CC2=C(C1)C(C(=O)N1CC[Si](C)(C)C1)=CO2,COC1=CC=C(C(=O)N2CCN(CCO)C(C)C2)C(C(F)(F)F)=C1,CC#CCCC(=O)N1Cc2occ(C(=O)N3CC[Si](C)(C)C3)c2C1,COc1ccc(C(=O)N2CCN(CCO)C(C)C2)c(C(F)(F)F)c1,24,26,24,25,66.901779,3.916858,12,11,12,11,1,0,0,1,0
510,665,70,7440053,4319416,O=C(CC1=CC=CC=C1OC1CCCC1)OC/C=C/C1=CC=C2OCOC2=C1,CCCCSCC(=O)N[C@H]1CC[C@@H](CC(=O)N2CC(CO)(OC)C2)CC1,O=C(Cc1ccccc1OC1CCCC1)OC/C=C/c1ccc2c(c1)OCO2,CCCCSCC(=O)N[C@H]1CC[C@@H](CC(=O)N2CC(CO)(OC)C2)CC1,28,31,26,27,3.792395,0.320401,9,9,9,9,1,0,0,1,0
511,799,980,7651720,5308922,C#CCOC(C)C(=O)N(CC1=CC=CC2=CN=CC=C21)CC1(C)CC(C)(C)C1,O=C(CCN1N=NC2=CC=CC=C2C1=O)N1CCC2(CCCCCC2)CC1,C#CCOC(C)C(=O)N(Cc1cccc2cnccc12)CC1(C)CC(C)(C)C1,O=C(CCn1nnc2ccccc2c1=O)N1CCC2(CCCCCC2)CC1,28,30,27,30,215.291107,5.262786,16,15,16,15,1,0,0,1,0
512,667,41,4170183,2214787,COC1=CC=C(C(CF)NC(=O)NCC2=CC=C(C)C(C3CC3)=C2)C=C1,CC(C)C(=O)CN1CCC(CN2C(=O)C3=CC=CC=C3C2=O)CC1,COc1ccc(C(CF)NC(=O)NCc2ccc(C)c(C3CC3)c2)cc1,CC(C)C(=O)CN1CCC(CN2C(=O)c3ccccc3C2=O)CC1,26,28,24,26,20.904173,1.461093,10,10,10,10,1,0,0,1,0
513,772,31,5110604,10065918,C=CCCC(C)CN(CC1=C(C)N=C(CC)N1)C(=O)C1=C(C=C)SC=N1,CC1=NC(N(C)CC2=CC=CC3=C2CN(C(=O)CN2N=NN=C2C2CC2)C3)=NC=C1[N+](=O)[O-],C=CCCC(C)CN(Cc1[nH]c(CC)nc1C)C(=O)c1ncsc1C=C,Cc1nc(N(C)Cc2cccc3c2CN(C(=O)Cn2nnnc2C2CC2)C3)ncc1[N+](=O)[O-],26,27,33,37,94.959534,2.085546,17,16,17,16,1,0,0,1,0
514,972,253,4070462,1231139,CCC(CC)N1CC[C@@H](NS(=O)(=O)C2=CN=C(C3=CC=C(Br)C=C3)S2)C1,COC1=CC=C(C(=O)C2CCCN2CC2=CC=C(Br)O2)C=C1,CCC(CC)N1CC[C@@H](NS(=O)(=O)c2cnc(-c3ccc(Br)cc3)s2)C1,COc1ccc(C(=O)C2CCCN2Cc2ccc(Br)o2)cc1,26,28,22,24,27.648550,1.523123,10,9,10,9,1,0,0,1,0
515,204,859,10319003,3765625,CCOC(=O)CCNC(=O)C(C1=CN(C)C2=C(C#N)C=NN12)N1CCCC1C1=CC=CC(C#N)=C1,CCN1C=C(C2=CC=C(C(=O)NCCSC3=CC=CC=C3Cl)O2)N=N1,CCOC(=O)CCNC(=O)C(c1cn(C)c2c(C#N)cnn12)N1CCCC1c1cccc(C#N)c1,CCn1cc(-c2ccc(C(=O)NCCSc3ccccc3Cl)o2)nn1,35,38,25,27,28.028357,1.229383,10,9,10,9,1,0,0,1,0
516,20,636,4572575,4951544,CC1=C(CCNC(=O)C(NC(=O)[C@@H]2CC=C[C@H](O)C2)C2CCC2)N=CO1,COC(=O)C1=CC(NC2(C3=NN=NN3C(C)C)CC[C@@H](C)C2)=CN=C1Br,Cc1ocnc1CCNC(=O)C(NC(=O)[C@@H]1CC=C[C@H](O)C1)C1CCC1,COC(=O)c1cc(NC2(c3nnnn3C(C)C)CC[C@@H](C)C2)cnc1Br,26,28,26,28,34.847538,1.506912,15,14,15,14,1,0,0,1,0
517,156,244,2819811,5315419,CCC1(C(=O)N(CCC(F)CO)CC2=CN(CC(C)C)N=C2)CC1,CC1=CC(C)=C(C(=O)OCC(=O)NN(C2=CC=CC=C2)C2=CC=CC=C2)N1,CCC1(C(=O)N(CCC(F)CO)Cc2cnn(CC(C)C)c2)CC1,Cc1cc(C)c(C(=O)OCC(=O)NN(c2ccccc2)c2ccccc2)[nH]1,24,25,27,29,17.078867,1.236598,9,8,9,8,1,0,0,1,0
518,129,484,6394273,2194018,CC1=CC=C(CCN(CC2=CC(C)=CN=C2O)C(=O)C2=CN=C(C)O2)C=C1,CCOC(=O)[C@H]1C[C@@H]1C(=O)OCCN1C2=CC=C(Br)C=C2N=C1N,Cc1ccc(CCN(Cc2cc(C)cnc2O)C(=O)c2cnc(C)o2)cc1,CCOC(=O)[C@H]1C[C@@H]1C(=O)OCCn1c(N)nc2cc(Br)ccc21,27,29,24,26,26.056070,1.131969,13,12,13,12,1,0,0,1,0
519,685,117,8759367,438266,O=C(N1CCN(CC2=CC=C(N3C=CN=C3)C=C2)CC1)C(F)(F)CCN1C=CN=N1,COCCN1CCC(NC(=O)C2=NNC3=C2CCC3)C1,O=C(N1CCN(Cc2ccc(-n3ccnc3)cc2)CC1)C(F)(F)CCn1ccnn1,COCCN1CCC(NC(=O)c2n[nH]c3c2CCC3)C1,30,33,20,22,67.053513,1.841551,15,14,15,14,1,0,0,1,0
520,577,970,4218303,617020,C[C@@H]1CC2(C[C@H](C)O1)CN(C(=O)C(=O)NC1=NOC(C3CCCC3)=C1)C2,CCSC1=CC=C(NC(=O)[C@H]2CN(C)CCN2C)C=C1Cl,C[C@@H]1CC2(C[C@H](C)O1)CN(C(=O)C(=O)Nc1cc(C3CCCC3)on1)C2,CCSc1ccc(NC(=O)[C@H]2CN(C)CCN2C)cc1Cl,26,29,21,22,25.814579,1.238281,14,13,14,13,1,0,0,1,0
521,223,476,4544882,1462587,CC(=O)OCC1CN(C(=O)[C@@H]2[C@@H](C)OCCN2C(=O)CC2=NOC=C2)C1,CC(C)(NC(=O)C1=CC2=CC=CC=C2C=N1)C1=CC(Br)=CC=N1,CC(=O)OCC1CN(C(=O)[C@@H]2[C@@H](C)OCCN2C(=O)Cc2ccon2)C1,CC(C)(NC(=O)c1cc2ccccc2cn1)c1cc(Br)ccn1,26,28,23,25,113.668579,4.775294,15,14,15,14,1,0,0,1,0
522,716,262,2618020,9258102,CC1=C(C)C(C(=O)NCCN(C(=O)C2CC2(F)Cl)C2CC2)=C(C)O1,CC1=CC=C(NC(=O)C(C2=CC=C(C(C)(C)C)O2)N2CCC(C(C)CO)CC2)C=N1,Cc1oc(C)c(C(=O)NCCN(C(=O)C2CC2(F)Cl)C2CC2)c1C,Cc1ccc(NC(=O)C(c2ccc(C(C)(C)C)o2)N2CCC(C(C)CO)CC2)cn1,24,26,30,32,97.253128,4.033620,17,16,17,16,1,0,0,1,0
523,785,377,6568211,1277356,NC(CC(=O)NC1=CC=CC2=C1CN(C1CC1)C2=O)C1CCC(F)(F)CC1,CONC(=O)CNC(=O)CCOCCNC(=O)C1=CC=CS1,NC(CC(=O)Nc1cccc2c1CN(C1CC1)C2=O)C1CCC(F)(F)CC1,CONC(=O)CNC(=O)CCOCCNC(=O)c1cccs1,27,30,22,22,1.767809,0.317412,9,8,9,8,1,0,0,1,0
524,171,620,1539034,2339736,CC1(CS(=O)(=O)NC2(C3=CC=C(F)C=C3Br)CC2)CC(F)(F)C1,CN1C=C(CNCC2=CC3=CC(Br)=CC=C3OC2)C2=CC=CC=C21,CC1(CS(=O)(=O)NC2(c3ccc(F)cc3Br)CC2)CC(F)(F)C1,Cn1cc(CNCC2=Cc3cc(Br)ccc3OC2)c2ccccc21,23,25,24,27,16.335682,1.214663,9,9,9,9,1,0,0,1,0
525,621,986,1945448,6080779,COCC(C)N1C=C(COCC(=O)N(C)CC2CCCC2)N=N1,CN1C(=O)C=CC=C1C(=O)N1CC2CCC(C1)N(C(=O)CCC1CCC1)C2,COCC(C)n1cc(COCC(=O)N(C)CC2CCCC2)nn1,Cn1c(C(=O)N2CC3CCC(C2)N(C(=O)CCC2CCC2)C3)cccc1=O,23,24,27,30,11.428829,0.336416,11,10,11,10,1,0,0,1,0
526,765,735,1085713,8858626,CN(CCC(O)C1=CC=CC=C1)S(=O)(=O)N1CCCC1(C)C,COC[C@H]1CC[C@@H]1C(=O)N[C@H](CC1CCOCC1)C(=O)N(C)CC1(OC)CCCC1,CN(CCC(O)c1ccccc1)S(=O)(=O)N1CCCC1(C)C,COC[C@H]1CC[C@@H]1C(=O)N[C@H](CC1CCOCC1)C(=O)N(C)CC1(OC)CCCC1,22,23,30,32,16.345665,0.364562,10,9,10,9,1,0,0,1,0
527,117,796,438266,7840005,COCCN1CCC(NC(=O)C2=NNC3=C2CCC3)C1,CNC(=O)C(C1=C2COCCN2N=N1)N1CCC(OC2=CC=CC=C2C#N)C1,COCCN1CCC(NC(=O)c2n[nH]c3c2CCC3)C1,CNC(=O)C(c1nnn2c1COCC2)N1CCC(Oc2ccccc2C#N)C1,20,22,28,31,75.288963,2.619897,14,13,14,13,1,0,0,1,0
528,838,167,5886891,6662504,COC1(C)CN(CC(=O)N(C)C2CCN(C(=O)C3=CC(C#N)=CN3)CC2)C1,COC1=CC2=C(C=C1S(=O)(=O)N1CCC(C)(C3=CC=C(Cl)C=C3)CC1)CCC2,COC1(C)CN(CC(=O)N(C)C2CCN(C(=O)c3cc(C#N)c[nH]3)CC2)C1,COc1cc2c(cc1S(=O)(=O)N1CCC(C)(c3ccc(Cl)cc3)CC1)CCC2,27,29,28,31,14.398660,1.095505,9,8,9,8,1,0,0,1,0
529,987,318,4093080,6665413,CC(C)(C)OC(=O)NC1(CNC(=O)CC2=CSC=N2)CCC(F)(F)CC1,CCCCN1C2=CC=CC=C2N=C1CNS(=O)(=O)C1=CC(C(F)(F)F)=CC=N1,CC(C)(C)OC(=O)NC1(CNC(=O)Cc2cscn2)CCC(F)(F)CC1,CCCCn1c(CNS(=O)(=O)c2cc(C(F)(F)F)ccn2)nc2ccccc21,26,27,28,30,36.014843,1.312900,13,12,13,12,1,0,0,1,0
