pair_index,mol_a_idx,mol_b_idx,input_line_a,input_line_b,input_smiles_a,input_smiles_b,smiles_a,smiles_b,atoms_a,bonds_a,atoms_b,bonds_b,nvmolkit_time_ms,rdkit_time_ms,nvmolkit_atoms,nvmolkit_bonds,rdkit_atoms,rdkit_bonds,rdkit_completed,nvmolkit_canceled,nvmolkit_overflowed,nvmolkit_used_gpu,nvmolkit_used_fallback,a_atoms,a_bonds,a_rotatable_bonds,a_hetero_atoms,a_carbon_atoms,a_carbon_fraction,a_hetero_fraction,a_longest_acyclic_carbon_chain,a_logp,a_tpsa,a_rings,a_aromatic_rings,a_aliphatic_rings,a_ring_atoms,a_ring_bonds,a_largest_ring,a_fused_ring_atoms,b_atoms,b_bonds,b_rotatable_bonds,b_hetero_atoms,b_carbon_atoms,b_carbon_fraction,b_hetero_fraction,b_longest_acyclic_carbon_chain,b_logp,b_tpsa,b_rings,b_aromatic_rings,b_aliphatic_rings,b_ring_atoms,b_ring_bonds,b_largest_ring,b_fused_ring_atoms,pair_min_atoms,pair_max_atoms,pair_avg_atoms,pair_absdiff_atoms,pair_min_bonds,pair_max_bonds,pair_avg_bonds,pair_absdiff_bonds,pair_min_rotatable_bonds,pair_max_rotatable_bonds,pair_avg_rotatable_bonds,pair_absdiff_rotatable_bonds,pair_min_hetero_atoms,pair_max_hetero_atoms,pair_avg_hetero_atoms,pair_absdiff_hetero_atoms,pair_min_carbon_atoms,pair_max_carbon_atoms,pair_avg_carbon_atoms,pair_absdiff_carbon_atoms,pair_min_carbon_fraction,pair_max_carbon_fraction,pair_avg_carbon_fraction,pair_absdiff_carbon_fraction,pair_min_hetero_fraction,pair_max_hetero_fraction,pair_avg_hetero_fraction,pair_absdiff_hetero_fraction,pair_min_longest_acyclic_carbon_chain,pair_max_longest_acyclic_carbon_chain,pair_avg_longest_acyclic_carbon_chain,pair_absdiff_longest_acyclic_carbon_chain,pair_min_logp,pair_max_logp,pair_avg_logp,pair_absdiff_logp,pair_min_tpsa,pair_max_tpsa,pair_avg_tpsa,pair_absdiff_tpsa,pair_min_rings,pair_max_rings,pair_avg_rings,pair_absdiff_rings,pair_min_aromatic_rings,pair_max_aromatic_rings,pair_avg_aromatic_rings,pair_absdiff_aromatic_rings,pair_min_aliphatic_rings,pair_max_aliphatic_rings,pair_avg_aliphatic_rings,pair_absdiff_aliphatic_rings,pair_min_ring_atoms,pair_max_ring_atoms,pair_avg_ring_atoms,pair_absdiff_ring_atoms,pair_min_ring_bonds,pair_max_ring_bonds,pair_avg_ring_bonds,pair_absdiff_ring_bonds,pair_min_largest_ring,pair_max_largest_ring,pair_avg_largest_ring,pair_absdiff_largest_ring,pair_min_fused_ring_atoms,pair_max_fused_ring_atoms,pair_avg_fused_ring_atoms,pair_absdiff_fused_ring_atoms,log_nvmolkit_time_ms,log_rdkit_time_ms,time_ratio_nv_over_rdkit,log_time_ratio_nv_over_rdkit,mcs_atoms,mcs_bonds,mcs_atom_fraction_small,mcs_bond_fraction_small
421,224,180,3745793,5029912,CS(=O)(=O)CC1(CCN2C(=O)CCN(CC3CC4CC4C3)C2=O)CC1,NC(=O)[C@H]1C[C@H]1C(=O)N(CC1=NNC2=CC=CC=C21)C[C@H]1COCCO1,CS(=O)(=O)CC1(CCN2C(=O)CCN(CC3CC4CC4C3)C2=O)CC1,NC(=O)[C@H]1C[C@H]1C(=O)N(Cc1n[nH]c2ccccc12)C[C@H]1COCCO1,25,28,26,29,58.963112,2.801332,13,12,13,12,1,0,0,1,0,25.0,28.0,7.0,7.0,18.0,0.72,0.28,2.0,1.9017000000000004,74.76,4.0,0.0,4.0,15.0,16.0,6.0,2.0,26.0,29.0,6.0,8.0,18.0,0.6923076923076923,0.3076923076923077,1.0,0.4282999999999999,110.54000000000002,4.0,2.0,2.0,18.0,19.0,6.0,2.0,25.0,26.0,25.5,1.0,28.0,29.0,28.5,1.0,6.0,7.0,6.5,1.0,7.0,8.0,7.5,1.0,18.0,18.0,18.0,0.0,0.6923076923076923,0.72,0.7061538461538461,0.027692307692307683,0.28,0.3076923076923077,0.29384615384615387,0.027692307692307683,1.0,2.0,1.5,1.0,0.4282999999999999,1.9017000000000004,1.165,1.4734000000000005,74.76,110.54000000000002,92.65,35.780000000000015,4.0,4.0,4.0,0.0,0.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,15.0,18.0,16.5,3.0,16.0,19.0,17.5,3.0,6.0,6.0,6.0,0.0,2.0,2.0,2.0,0.0,1.7705803969805942,0.4473645823057398,21.048241336621295,1.3232158146748545,13,12,0.52,0.42857142857142855
422,823,980,208121,5308922,CCN1C=CC(C(=O)NC(C)C2(C)CCC2)=CC1=O,O=C(CCN1N=NC2=CC=CC=C2C1=O)N1CCC2(CCCCCC2)CC1,CCn1ccc(C(=O)NC(C)C2(C)CCC2)cc1=O,O=C(CCn1nnc2ccccc2c1=O)N1CCC2(CCCCCC2)CC1,19,20,27,30,42.524303,2.42532,11,10,11,10,1,0,0,1,0,19.0,20.0,4.0,4.0,15.0,0.7894736842105263,0.21052631578947367,2.0,2.1767000000000003,51.1,2.0,1.0,1.0,10.0,10.0,6.0,0.0,27.0,30.0,3.0,6.0,21.0,0.7777777777777778,0.2222222222222222,3.0,3.1446000000000014,68.08999999999999,4.0,2.0,2.0,22.0,24.0,7.0,3.0,19.0,27.0,23.0,8.0,20.0,30.0,25.0,10.0,3.0,4.0,3.5,1.0,4.0,6.0,5.0,2.0,15.0,21.0,18.0,6.0,0.7777777777777778,0.7894736842105263,0.7836257309941521,0.011695906432748537,0.21052631578947367,0.2222222222222222,0.21637426900584794,0.011695906432748537,2.0,3.0,2.5,1.0,2.1767000000000003,3.1446000000000014,2.660650000000001,0.9679000000000011,51.1,68.08999999999999,59.595,16.989999999999988,2.0,4.0,3.0,2.0,1.0,2.0,1.5,1.0,1.0,2.0,1.5,1.0,10.0,22.0,16.0,12.0,10.0,24.0,17.0,14.0,6.0,7.0,6.5,1.0,0.0,3.0,1.5,3.0,1.628637203983969,0.3847690481199656,17.533481355037686,1.2438681558640032,11,10,0.5789473684210527,0.5
423,712,530,4406000,4785432,CN1CCC(C(=O)N2CCOCCC2C(=O)NC2CC(=O)NC2=O)CC1,CCC(CC(=O)N[C@H](CO)[C@H](C)NC(=O)C1=CC=NNC1=O)CN(C)C,CN1CCC(C(=O)N2CCOCCC2C(=O)NC2CC(=O)NC2=O)CC1,CCC(CC(=O)N[C@H](CO)[C@H](C)NC(=O)c1ccn[nH]c1=O)CN(C)C,26,28,26,26,63.413315,2.00551,18,17,18,17,1,0,0,1,0,26.0,28.0,3.0,9.0,17.0,0.6538461538461539,0.34615384615384615,1.0,-1.5229999999999952,108.05000000000001,3.0,0.0,3.0,18.0,18.0,7.0,0.0,26.0,26.0,10.0,9.0,17.0,0.6538461538461539,0.34615384615384615,5.0,-0.6567999999999974,127.42,1.0,1.0,0.0,6.0,6.0,6.0,0.0,26.0,26.0,26.0,0.0,26.0,28.0,27.0,2.0,3.0,10.0,6.5,7.0,9.0,9.0,9.0,0.0,17.0,17.0,17.0,0.0,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.0,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.0,1.0,5.0,3.0,4.0,-1.5229999999999952,-0.6567999999999974,-1.0898999999999963,0.8661999999999979,108.05000000000001,127.42,117.73500000000001,19.36999999999999,1.0,3.0,2.0,2.0,0.0,1.0,0.5,1.0,0.0,3.0,1.5,3.0,6.0,18.0,12.0,12.0,6.0,18.0,12.0,12.0,6.0,7.0,6.5,1.0,0.0,0.0,0.0,0.0,1.802180456996712,0.3022248318295038,31.61954565172948,1.4999556251672082,18,17,0.6923076923076923,0.6538461538461539
424,475,51,553233,1637007,C=C1CCCN(C(=O)[C@@H]2CCN2C(=O)C2C=CCC2)C1,CCC1CN2CCCC2CN1C(=O)NCCOC1=CC=NC=C1,C=C1CCCN(C(=O)[C@@H]2CCN2C(=O)C2C=CCC2)C1,CCC1CN2CCCC2CN1C(=O)NCCOc1ccncc1,20,22,23,25,79.527863,3.525001,13,12,13,12,1,0,0,1,0,20.0,22.0,2.0,4.0,16.0,0.8,0.2,1.0,1.7321,40.620000000000005,3.0,0.0,3.0,15.0,15.0,6.0,0.0,23.0,25.0,5.0,6.0,17.0,0.7391304347826086,0.2608695652173913,2.0,1.7285999999999995,57.7,3.0,1.0,2.0,15.0,16.0,6.0,2.0,20.0,23.0,21.5,3.0,22.0,25.0,23.5,3.0,2.0,5.0,3.5,3.0,4.0,6.0,5.0,2.0,16.0,17.0,16.5,1.0,0.7391304347826086,0.8,0.7695652173913043,0.0608695652173914,0.2,0.2608695652173913,0.23043478260869565,0.060869565217391286,1.0,2.0,1.5,1.0,1.7285999999999995,1.7321,1.7303499999999996,0.0035000000000005027,40.620000000000005,57.7,49.160000000000004,17.08,3.0,3.0,3.0,0.0,0.0,1.0,0.5,1.0,2.0,3.0,2.5,1.0,15.0,15.0,15.0,0.0,15.0,16.0,15.5,1.0,6.0,6.0,6.0,0.0,0.0,2.0,1.0,2.0,1.9005193126454243,0.5471592445315083,22.561089486215746,1.353360068113916,13,12,0.65,0.5454545454545454
425,570,255,3634174,27530,O=C(C1CSC1)N1CC2CC(C1)N(C(=O)C1=CN3C=NN=C3C=C1)C2,CC1=C(CNCCNS(C)(=O)=O)C(Cl)=NN1,O=C(C1CSC1)N1CC2CC(C1)N(C(=O)c1ccc3nncn3c1)C2,Cc1[nH]nc(Cl)c1CNCCNS(C)(=O)=O,25,29,16,16,4.892659,0.35139,10,9,10,9,1,0,0,1,0,25.0,29.0,2.0,8.0,17.0,0.68,0.32,1.0,0.7651999999999994,70.81,5.0,2.0,3.0,21.0,23.0,6.0,5.0,16.0,16.0,6.0,8.0,8.0,0.5,0.5,2.0,0.010320000000000162,86.88,1.0,1.0,0.0,5.0,5.0,5.0,0.0,16.0,25.0,20.5,9.0,16.0,29.0,22.5,13.0,2.0,6.0,4.0,4.0,8.0,8.0,8.0,0.0,8.0,17.0,12.5,9.0,0.5,0.68,0.5900000000000001,0.18000000000000005,0.32,0.5,0.41000000000000003,0.18,1.0,2.0,1.5,1.0,0.010320000000000162,0.7651999999999994,0.38775999999999977,0.7548799999999993,70.81,86.88,78.845,16.069999999999993,1.0,5.0,3.0,4.0,1.0,2.0,1.5,1.0,0.0,3.0,1.5,3.0,5.0,21.0,13.0,16.0,5.0,23.0,14.0,18.0,5.0,6.0,5.5,1.0,0.0,5.0,2.5,5.0,0.6895449481165656,-0.45421060199443786,13.923728620620963,1.1437555501110035,10,9,0.625,0.5625
426,939,868,8477057,7961506,CN1N=CC2=CC(C(=O)N[C@H]3CCC[C@H]3C3=CN([C@H]4CC[C@H](N)C4)N=N3)=CN=C21,CN(C1=CC=C(CNC(=O)NC2=NC=CC=C2OCCF)C=C1)C1CCCCC1,Cn1ncc2cc(C(=O)N[C@H]3CCC[C@H]3c3cn([C@H]4CC[C@H](N)C4)nn3)cnc21,CN(c1ccc(CNC(=O)Nc2ncccc2OCCF)cc1)C1CCCCC1,29,33,29,31,203.117188,5.035214,15,14,15,14,1,0,0,1,0,29.0,33.0,4.0,9.0,20.0,0.6896551724137931,0.3103448275862069,1.0,1.6781999999999997,116.54,5.0,3.0,2.0,24.0,25.0,6.0,2.0,29.0,31.0,8.0,7.0,22.0,0.7586206896551724,0.2413793103448276,2.0,4.520500000000004,66.49000000000001,3.0,2.0,1.0,18.0,18.0,6.0,0.0,29.0,29.0,29.0,0.0,31.0,33.0,32.0,2.0,4.0,8.0,6.0,4.0,7.0,9.0,8.0,2.0,20.0,22.0,21.0,2.0,0.6896551724137931,0.7586206896551724,0.7241379310344828,0.06896551724137923,0.2413793103448276,0.3103448275862069,0.27586206896551724,0.06896551724137931,1.0,2.0,1.5,1.0,1.6781999999999997,4.520500000000004,3.0993500000000016,2.8423000000000043,66.49000000000001,116.54,91.51500000000001,50.05,3.0,5.0,4.0,2.0,2.0,3.0,2.5,1.0,1.0,2.0,1.5,1.0,18.0,24.0,21.0,6.0,18.0,25.0,21.5,7.0,6.0,6.0,6.0,0.0,0.0,2.0,1.0,2.0,2.307746675436872,0.7020179330910497,40.33933572634649,1.6057287423458224,15,14,0.5172413793103449,0.45161290322580644
427,124,467,10006801,4755768,CC(C)(C)OC(=O)N1CCC2=CC(COC(=O)COC3=CC=C4CCCCC4=C3)=CC=C2C1,CC1=CC(C)=C(C(=O)N[C@H](CNC(=O)/C=C/C2=COC=C2)CC(C)C)O1,CC(C)(C)OC(=O)N1CCc2cc(COC(=O)COc3ccc4c(c3)CCCC4)ccc2C1,Cc1cc(C)c(C(=O)N[C@H](CNC(=O)/C=C/c2ccoc2)CC(C)C)o1,33,36,26,27,24.387598,1.337591,11,10,11,10,1,0,0,1,0,33.0,36.0,5.0,6.0,27.0,0.8181818181818182,0.18181818181818182,3.0,4.980800000000005,65.07,4.0,2.0,2.0,20.0,22.0,6.0,4.0,26.0,27.0,8.0,6.0,20.0,0.7692307692307693,0.23076923076923078,5.0,3.4635400000000027,84.48,2.0,2.0,0.0,10.0,10.0,5.0,0.0,26.0,33.0,29.5,7.0,27.0,36.0,31.5,9.0,5.0,8.0,6.5,3.0,6.0,6.0,6.0,0.0,20.0,27.0,23.5,7.0,0.7692307692307693,0.8181818181818182,0.7937062937062938,0.04895104895104896,0.18181818181818182,0.23076923076923078,0.2062937062937063,0.04895104895104896,3.0,5.0,4.0,2.0,3.4635400000000027,4.980800000000005,4.222170000000004,1.517260000000002,65.07,84.48,74.775,19.41000000000001,2.0,4.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,10.0,20.0,15.0,10.0,10.0,22.0,16.0,12.0,5.0,6.0,5.5,1.0,0.0,4.0,2.0,4.0,1.3871690275906303,0.12632333794819564,18.2324776407736,1.2608456896424347,11,10,0.4230769230769231,0.37037037037037035
428,136,820,5829771,1378260,CN1CC[C@H]2CN(C(=O)CNC(=O)CNC(=O)C3(N4C=CC=N4)CC3)C[C@H]21,CCOC1=CC=C(CN(CC(C)CC)C(=O)[C@H]2C[C@H]2C)C=C1,CN1CC[C@H]2CN(C(=O)CNC(=O)CNC(=O)C3(n4cccn4)CC3)C[C@H]21,CCOc1ccc(CN(CC(C)CC)C(=O)[C@H]2C[C@H]2C)cc1,27,30,22,23,49.720531,2.102993,10,9,10,9,1,0,0,1,0,27.0,30.0,6.0,9.0,18.0,0.6666666666666666,0.3333333333333333,2.0,-1.232899999999996,99.57000000000001,4.0,1.0,3.0,16.0,17.0,5.0,2.0,22.0,23.0,8.0,3.0,19.0,0.8636363636363636,0.13636363636363635,4.0,4.116000000000003,29.54,2.0,1.0,1.0,9.0,9.0,6.0,0.0,22.0,27.0,24.5,5.0,23.0,30.0,26.5,7.0,6.0,8.0,7.0,2.0,3.0,9.0,6.0,6.0,18.0,19.0,18.5,1.0,0.6666666666666666,0.8636363636363636,0.7651515151515151,0.19696969696969702,0.13636363636363635,0.3333333333333333,0.23484848484848483,0.19696969696969696,2.0,4.0,3.0,2.0,-1.232899999999996,4.116000000000003,1.4415500000000034,5.3488999999999995,29.54,99.57000000000001,64.555,70.03,2.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,9.0,16.0,12.5,7.0,9.0,17.0,13.0,8.0,5.0,6.0,5.5,1.0,0.0,2.0,1.0,2.0,1.6965357581260525,0.32283782710076103,23.642746789932254,1.3736979310252915,10,9,0.45454545454545453,0.391304347826087
429,475,683,553233,4203123,C=C1CCCN(C(=O)[C@@H]2CCN2C(=O)C2C=CCC2)C1,O=C(NC1=CC=CC(C2=CN=CO2)=C1)C(=O)NC1(C2CCCOC2)CC1,C=C1CCCN(C(=O)[C@@H]2CCN2C(=O)C2C=CCC2)C1,O=C(Nc1cccc(-c2cnco2)c1)C(=O)NC1(C2CCCOC2)CC1,20,22,26,29,22.669426,0.857417,16,15,16,15,1,0,0,1,0,20.0,22.0,2.0,4.0,16.0,0.8,0.2,1.0,1.7321,40.620000000000005,3.0,0.0,3.0,15.0,15.0,6.0,0.0,26.0,29.0,4.0,7.0,19.0,0.7307692307692307,0.2692307692307692,2.0,2.3555,93.46000000000001,4.0,2.0,2.0,20.0,20.0,6.0,0.0,20.0,26.0,23.0,6.0,22.0,29.0,25.5,7.0,2.0,4.0,3.0,2.0,4.0,7.0,5.5,3.0,16.0,19.0,17.5,3.0,0.7307692307692307,0.8,0.7653846153846153,0.06923076923076932,0.2,0.2692307692307692,0.23461538461538461,0.0692307692307692,1.0,2.0,1.5,1.0,1.7321,2.3555,2.0438,0.6234000000000002,40.620000000000005,93.46000000000001,67.04,52.84,3.0,4.0,3.5,1.0,0.0,2.0,1.0,2.0,2.0,3.0,2.5,1.0,15.0,20.0,17.5,5.0,15.0,20.0,17.5,5.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.3554405237353135,-0.06680790998680385,26.439207526792682,1.4222484337221175,16,15,0.8,0.6818181818181818
430,543,572,4382667,6831905,CCN1C=C(NC(=O)[C@@H]2CCCN2C(=O)C2=CC=CC=C2O)C(C#N)=N1,CC(=O)N1C[C@@H]2C[C@H]1CN2C(=O)CN1CCN(C(=O)CN2CCSCC2)CC1,CCn1cc(NC(=O)[C@@H]2CCCN2C(=O)c2ccccc2O)c(C#N)n1,CC(=O)N1C[C@@H]2C[C@H]1CN2C(=O)CN1CCN(C(=O)CN2CCSCC2)CC1,26,28,28,31,364.144287,9.073705,16,15,16,15,1,0,0,1,0,26.0,28.0,4.0,8.0,18.0,0.6923076923076923,0.3076923076923077,2.0,1.7235799999999997,111.25000000000001,3.0,2.0,1.0,16.0,16.0,6.0,0.0,28.0,31.0,4.0,9.0,19.0,0.6785714285714286,0.32142857142857145,2.0,-0.9889999999999948,67.41000000000001,4.0,0.0,4.0,19.0,20.0,6.0,3.0,26.0,28.0,27.0,2.0,28.0,31.0,29.5,3.0,4.0,4.0,4.0,0.0,8.0,9.0,8.5,1.0,18.0,19.0,18.5,1.0,0.6785714285714286,0.6923076923076923,0.6854395604395604,0.013736263736263687,0.3076923076923077,0.32142857142857145,0.31456043956043955,0.013736263736263743,2.0,2.0,2.0,0.0,-0.9889999999999948,1.7235799999999997,0.36729000000000245,2.7125799999999947,67.41000000000001,111.25000000000001,89.33000000000001,43.84,3.0,4.0,3.5,1.0,0.0,2.0,1.0,2.0,1.0,4.0,2.5,3.0,16.0,19.0,17.5,3.0,16.0,20.0,18.0,4.0,6.0,6.0,6.0,0.0,0.0,3.0,1.5,3.0,2.561273500768834,0.957784655582987,40.13181903092507,1.6034888451858467,16,15,0.6153846153846154,0.5357142857142857
431,609,324,4351004,7283187,O=C(NCC(O)C(=O)NC1=CC=C(F)C(CO)=C1)C1=CC(O)=CC(F)=C1,CC1=CC=CN=C1C(=O)N[C@@H]1COC[C@H]1CNC(=O)C1CC2CCC(C1)N2C,O=C(NCC(O)C(=O)Nc1ccc(F)c(CO)c1)c1cc(O)cc(F)c1,Cc1cccnc1C(=O)N[C@@H]1COC[C@H]1CNC(=O)C1CC2CCC(C1)N2C,26,27,28,31,124.733177,2.986927,20,19,20,19,1,0,0,1,0,26.0,27.0,6.0,9.0,17.0,0.6538461538461539,0.34615384615384615,3.0,0.8920999999999992,118.89000000000001,2.0,2.0,0.0,12.0,12.0,6.0,0.0,28.0,31.0,5.0,7.0,21.0,0.75,0.25,1.0,1.1238200000000007,83.55999999999999,4.0,1.0,3.0,19.0,20.0,6.0,3.0,26.0,28.0,27.0,2.0,27.0,31.0,29.0,4.0,5.0,6.0,5.5,1.0,7.0,9.0,8.0,2.0,17.0,21.0,19.0,4.0,0.6538461538461539,0.75,0.7019230769230769,0.09615384615384615,0.25,0.34615384615384615,0.2980769230769231,0.09615384615384615,1.0,3.0,2.0,2.0,0.8920999999999992,1.1238200000000007,1.00796,0.23172000000000148,83.55999999999999,118.89000000000001,101.225,35.33000000000003,2.0,4.0,3.0,2.0,1.0,2.0,1.5,1.0,0.0,3.0,1.5,3.0,12.0,19.0,15.5,7.0,12.0,20.0,16.0,8.0,6.0,6.0,6.0,0.0,0.0,3.0,1.5,3.0,2.095981984125142,0.4752246086487919,41.7597005216398,1.6207573754763502,20,19,0.7692307692307693,0.7037037037037037
432,972,773,4070462,5332740,CCC(CC)N1CC[C@@H](NS(=O)(=O)C2=CN=C(C3=CC=C(Br)C=C3)S2)C1,O=C(NC1=NN=C(C2CCCCC2)O1)C1CC(=O)N(C2=CC(F)=CC=C2)C1,CCC(CC)N1CC[C@@H](NS(=O)(=O)c2cnc(-c3ccc(Br)cc3)s2)C1,O=C(Nc1nnc(C2CCCCC2)o1)C1CC(=O)N(c2cccc(F)c2)C1,26,28,27,30,10.641334,0.552333,11,10,11,10,1,0,0,1,0,26.0,28.0,7.0,8.0,18.0,0.6923076923076923,0.3076923076923077,5.0,4.113800000000003,62.300000000000004,3.0,2.0,1.0,16.0,16.0,6.0,0.0,27.0,30.0,4.0,8.0,19.0,0.7037037037037037,0.2962962962962963,1.0,3.248000000000002,88.33,4.0,2.0,2.0,22.0,22.0,6.0,0.0,26.0,27.0,26.5,1.0,28.0,30.0,29.0,2.0,4.0,7.0,5.5,3.0,8.0,8.0,8.0,0.0,18.0,19.0,18.5,1.0,0.6923076923076923,0.7037037037037037,0.698005698005698,0.01139601139601143,0.2962962962962963,0.3076923076923077,0.301994301994302,0.01139601139601143,1.0,5.0,3.0,4.0,3.248000000000002,4.113800000000003,3.6809000000000025,0.865800000000001,62.300000000000004,88.33,75.315,26.029999999999994,3.0,4.0,3.5,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.5,1.0,16.0,22.0,19.0,6.0,16.0,22.0,19.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.02699607462479,-0.25779900839725567,19.266156467203665,1.2847950830220456,11,10,0.4230769230769231,0.35714285714285715
433,912,453,8238602,1371765,O=C(NC1COCCN(C(=O)C2=NN3C=CC=NC3=C2)C1)[C@H]1C[C@H]2O[C@@H]1[C@@H]1C[C@H]21,CCC1=C(CNC2=NC(NC3CCSCC3)=NC=C2)C=NN1,O=C(NC1COCCN(C(=O)c2cc3ncccn3n2)C1)[C@H]1C[C@H]2O[C@@H]1[C@@H]1C[C@@H]12,CCc1[nH]ncc1CNc1ccnc(NC2CCSCC2)n1,29,34,22,24,26.238188,1.446656,10,9,10,9,1,0,0,1,0,29.0,34.0,3.0,9.0,20.0,0.6896551724137931,0.3103448275862069,1.0,0.10990000000000011,98.06,6.0,2.0,4.0,24.0,27.0,7.0,7.0,22.0,24.0,6.0,7.0,15.0,0.6818181818181818,0.3181818181818182,2.0,2.681700000000001,78.52,3.0,2.0,1.0,17.0,17.0,6.0,0.0,22.0,29.0,25.5,7.0,24.0,34.0,29.0,10.0,3.0,6.0,4.5,3.0,7.0,9.0,8.0,2.0,15.0,20.0,17.5,5.0,0.6818181818181818,0.6896551724137931,0.6857366771159874,0.007836990595611382,0.3103448275862069,0.3181818181818182,0.31426332288401254,0.00783699059561127,1.0,2.0,1.5,1.0,0.10990000000000011,2.681700000000001,1.3958000000000006,2.571800000000001,78.52,98.06,88.28999999999999,19.540000000000006,3.0,6.0,4.5,3.0,2.0,2.0,2.0,0.0,1.0,4.0,2.5,3.0,17.0,24.0,20.5,7.0,17.0,27.0,22.0,10.0,6.0,7.0,6.5,1.0,0.0,7.0,3.5,7.0,1.4189338395156068,0.1603652726097478,18.13713004335516,1.258568566905859,10,9,0.45454545454545453,0.375
434,627,834,6195180,800527,CCC1=CC=C(O)C=C1C(=O)NC[C@@H](CO)NC1=NC=C(OC)C(SC)=N1,NC1=CC=C(CC(=O)NC2=CC=C(C3CC3)N=C2)C(F)=C1,CCc1ccc(O)cc1C(=O)NC[C@@H](CO)Nc1ncc(OC)c(SC)n1,Nc1ccc(CC(=O)Nc2ccc(C3CC3)nc2)c(F)c1,27,28,21,23,73.769333,3.370413,14,13,14,13,1,0,0,1,0,27.0,28.0,9.0,9.0,18.0,0.6666666666666666,0.3333333333333333,3.0,1.6779,116.60000000000001,2.0,2.0,0.0,12.0,12.0,6.0,0.0,21.0,23.0,4.0,5.0,16.0,0.7619047619047619,0.23809523809523808,2.0,2.8615000000000013,68.01,3.0,2.0,1.0,15.0,15.0,6.0,0.0,21.0,27.0,24.0,6.0,23.0,28.0,25.5,5.0,4.0,9.0,6.5,5.0,5.0,9.0,7.0,4.0,16.0,18.0,17.0,2.0,0.6666666666666666,0.7619047619047619,0.7142857142857142,0.09523809523809523,0.23809523809523808,0.3333333333333333,0.2857142857142857,0.09523809523809523,2.0,3.0,2.5,1.0,1.6779,2.8615000000000013,2.2697000000000007,1.1836000000000013,68.01,116.60000000000001,92.305,48.59,2.0,3.0,2.5,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.5,1.0,12.0,15.0,13.5,3.0,12.0,15.0,13.5,3.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.8678758567167637,0.5276831212366933,21.887327458088965,1.3401927354800705,14,13,0.6666666666666666,0.5652173913043478
435,736,913,3920092,9854679,CCCCCCNC(=O)C(N1CCCC(C)(C)C1C#N)C1(CC)CC1,CCC(C)(CC1=CN(C2CCCCNC2=O)N=N1)C(=O)N1CCC(C)=C(C2=CC=CO2)C1,CCCCCCNC(=O)C(N1CCCC(C)(C)C1C#N)C1(CC)CC1,CCC(C)(Cc1cn(C2CCCCNC2=O)nn1)C(=O)N1CCC(C)=C(c2ccco2)C1,25,26,32,35,154.764023,2.937219,17,16,17,16,1,0,0,1,0,25.0,26.0,9.0,4.0,21.0,0.84,0.16,6.0,4.255880000000004,56.13,2.0,0.0,2.0,9.0,9.0,6.0,0.0,32.0,35.0,6.0,8.0,24.0,0.75,0.25,4.0,3.377100000000002,93.25999999999999,4.0,2.0,2.0,23.0,23.0,7.0,0.0,25.0,32.0,28.5,7.0,26.0,35.0,30.5,9.0,6.0,9.0,7.5,3.0,4.0,8.0,6.0,4.0,21.0,24.0,22.5,3.0,0.75,0.84,0.7949999999999999,0.08999999999999997,0.16,0.25,0.20500000000000002,0.09,4.0,6.0,5.0,2.0,3.377100000000002,4.255880000000004,3.816490000000003,0.8787800000000017,56.13,93.25999999999999,74.695,37.12999999999999,2.0,4.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,9.0,23.0,16.0,14.0,9.0,23.0,16.0,14.0,6.0,7.0,6.5,1.0,0.0,0.0,0.0,0.0,2.189670010426257,0.4679363288672722,52.690665217677,1.7217336815589848,17,16,0.68,0.6153846153846154
